年月,項目,數值,欄位名
9909,M1B,10992267000000,M1B
9909,金融機構存款餘額,29718105000000,F_Ins_Dp
9909,金融機構放款餘額,20562587000000,F_Ins_Ln
9909,貨幣機構存款餘額,29718105000000,C_Ins_Dp
9909,貨幣機構放款餘額,19375967000000,C_Ins_Ln
9909,一般銀行國內總分行對中小企業放款,3505870000000,Country_SME
9909,一般銀行國內總分行及信用合作社消費者貸款餘額,999723000000,Country_C_CL
9909,一般銀行國內總分行消費者貸款餘額,6728269000000,Country_CL
9909,票券公司票債券交易金額(本月),3894766000000,Bund_Txn_Amt
9909,票券公司票債券交易金額(本年）,37160801000000,Bund_Txn_Amt_TY
9909,股價指數,8237.78,Stock_Index
9909,WPI,96.51,WPI
9909,CPI,98.87,CPI
9909,匯率,31.33,Exchange_Rate
9909,央行重貼現率,1.375,Rediscount_Rate
9909,基準利率,2.628,B_Ins_Rate
9909,經濟成長率,11.57,GDP
9909,外匯存底,380505000000,Y_DP
