年月,項目,數值,欄位名
10201,M1B,12551431000000,M1B
10201,金融機構存款餘額,33146753000000,F_Ins_Dp
10201,金融機構放款餘額,22948757000000,F_Ins_Ln
10201,貨幣機構存款餘額,33146753000000,C_Ins_Dp
10201,貨幣機構放款餘額,21699353000000,C_Ins_Ln
10201,一般銀行國內總分行對中小企業放款,4439714000000,Country_SME
10201,一般銀行國內總分行及信用合作社消費者貸款餘額,1154620000000,Country_C_CL
10201,一般銀行國內總分行消費者貸款餘額,6736206000000,Country_CL
10201,票券公司票債券交易金額(本月),3691101000000,Bund_Txn_Amt
10201,票券公司票債券交易金額(本年）,3691101000000,Bund_Txn_Amt_TY
10201,股價指數,7850.02,Stock_Index
10201,WPI,96.52,WPI
10201,CPI,102.42,CPI
10201,匯率,29.582,Exchange_Rate
10201,央行重貼現率,1.875,Rediscount_Rate
10201,基準利率,2.883,B_Ins_Rate
10201,經濟成長率,3.26,GDP
10201,外匯存底,406557000000,Y_DP
