年月,項目,數值,欄位名
9505,M1B,7725559000000,M1B
9505,金融機構存款餘額,24218364000000,F_Ins_Dp
9505,金融機構放款餘額,18378003000000,F_Ins_Ln
9505,貨幣機構存款餘額,24218364000000,C_Ins_Dp
9505,貨幣機構放款餘額,17318088000000,C_Ins_Ln
9505,一般銀行國內總分行對中小企業放款,3067340000000,Country_SME
9505,一般銀行國內總分行及信用合作社消費者貸款餘額,1047234000000,Country_C_CL
9505,一般銀行國內總分行消費者貸款餘額,6241218000000,Country_CL
9505,信託機構基金月底餘額,3004161000000,MF_Bal
9505,票券公司票債券交易金額,8398394000000,Bund_Txn_Amt
9505,票券公司票債券交易金額(本年）,53211401000000,Bund_Txn_Amt_TY
9505,股價指數,6846.95,Stock_Index
9505,WPI,87.99,WPI
9505,CPI,94.0,CPI
9505,美元匯率,32.019,Exchange_Rate
9505,央行重貼現率,2.375,Rediscount_Rate
9505,基準利率,3.947,B_Ins_Rate
9505,經濟成長率,5.78,GDP
9505,外匯存底,260939000000,Y_DP
