年月,項目,數值,欄位名
9512,M1B,8222626000000,M1B
9512,金融機構存款餘額,25069365000000,F_Ins_Dp
9512,金融機構放款餘額,18709910000000,F_Ins_Ln
9512,貨幣機構存款餘額,25069365000000,C_Ins_Dp
9512,貨幣機構放款餘額,17598943000000,C_Ins_Ln
9512,一般銀行國內總分行對中小企業放款,2830335000000,Country_SME
9512,一般銀行國內總分行及信用合作社消費者貸款餘額,1033495000000,Country_C_CL
9512,一般銀行國內總分行消費者貸款餘額,6341641000000,Country_CL
9512,信託機構基金月底餘額,3620237000000,MF_Bal
9512,票券公司票債券交易金額,8231166000000,Bund_Txn_Amt
9512,票券公司票債券交易金額(本年）,116863684000000,Bund_Txn_Amt_TY
9512,股價指數,7823.72,Stock_Index
9512,WPI,90.53,WPI
9512,CPI,93.65,CPI
9512,美元匯率,32.596,Exchange_Rate
9512,央行重貼現率,2.75,Rediscount_Rate
9512,基準利率,4.115,B_Ins_Rate
9512,經濟成長率,3.84,GDP
9512,外匯存底,266148000000,Y_DP
