年月,項目,數值,欄位名
9705,M1B,8144640000000,M1B
9705,金融機構存款餘額,25962589000000,F_Ins_Dp
9705,金融機構放款餘額,19436592000000,F_Ins_Ln
9705,貨幣機構存款餘額,25962589000000,C_Ins_Dp
9705,貨幣機構放款餘額,18231078000000,C_Ins_Ln
9705,一般銀行國內總分行對中小企業放款,3122473000000,Country_SME
9705,一般銀行國內總分行及信用合作社消費者貸款餘額,1079251000000,Country_C_CL
9705,一般銀行國內總分行消費者貸款餘額,6466026000000,Country_CL
9705,信託機構基金月底餘額,6322639000000,MF_Bal
9705,票券公司票債券交易金額,4893149000000,Bund_Txn_Amt
9705,票券公司票債券交易金額(本年）,26080792000000,Bund_Txn_Amt_TY
9705,股價指數,8619.08,Stock_Index
9705,WPI,102.36,WPI
9705,CPI,97.47,CPI
9705,美元匯率,30.413,Exchange_Rate
9705,央行重貼現率,3.5,Rediscount_Rate
9705,基準利率,4.392,B_Ins_Rate
9705,經濟成長率,5.66,GDP
9705,外匯存底,290070000000,Y_DP
