年月,項目,數值,欄位名
9704,M1B,8233301000000,M1B
9704,金融機構存款餘額,25934315000000,F_Ins_Dp
9704,金融機構放款餘額,19320764000000,F_Ins_Ln
9704,貨幣機構存款餘額,25934315000000,C_Ins_Dp
9704,貨幣機構放款餘額,18124816000000,C_Ins_Ln
9704,一般銀行國內總分行對中小企業放款,3125370000000,Country_SME
9704,一般銀行國內總分行及信用合作社消費者貸款餘額,1080326000000,Country_C_CL
9704,一般銀行國內總分行消費者貸款餘額,6447272000000,Country_CL
9704,信託機構基金月底餘額,6357101000000,MF_Bal
9704,票券公司票債券交易金額,5380880000000,Bund_Txn_Amt
9704,票券公司票債券交易金額(本年）,21187643000000,Bund_Txn_Amt_TY
9704,股價指數,8919.92,Stock_Index
9704,WPI,99.62,WPI
9704,CPI,97.42,CPI
9704,美元匯率,30.449,Exchange_Rate
9704,央行重貼現率,3.5,Rediscount_Rate
9704,基準利率,4.392,B_Ins_Rate
9704,經濟成長率,5.66,GDP
9704,外匯存底,289377000000,Y_DP
