年月,項目,數值,欄位名
10204,M1B,12608421000000,M1B
10204,金融機構存款餘額,33383545000000,F_Ins_Dp
10204,金融機構放款餘額,23086827000000,F_Ins_Ln
10204,貨幣機構存款餘額,33383545000000,C_Ins_Dp
10204,貨幣機構放款餘額,21791630000000,C_Ins_Ln
10204,一般銀行國內總分行對中小企業放款,4508839000000,Country_SME
10204,一般銀行國內總分行及信用合作社消費者貸款餘額,1181955000000,Country_C_CL
10204,一般銀行國內總分行消費者貸款餘額,6710924000000,Country_CL
10204,票券公司票債券交易金額(本月),3360271000000,Bund_Txn_Amt
10204,票券公司票債券交易金額(本年）,13078870000000,Bund_Txn_Amt_TY
10204,股價指數,8093.66,Stock_Index
10204,WPI,96.76,WPI
10204,CPI,102.05,CPI
10204,匯率,29.616,Exchange_Rate
10204,央行重貼現率,1.875,Rediscount_Rate
10204,基準利率,2.883,B_Ins_Rate
10204,經濟成長率,1.98,GDP
10204,外匯存底,405194000000,Y_DP
