年月,項目,數值,欄位名
9910,M1B,11050836000000,M1B
9910,金融機構存款餘額,29935817000000,F_Ins_Dp
9910,金融機構放款餘額,20659267000000,F_Ins_Ln
9910,貨幣機構存款餘額,29935817000000,C_Ins_Dp
9910,貨幣機構放款餘額,19468816000000,C_Ins_Ln
9910,一般銀行國內總分行對中小企業放款,3527101000000,Country_SME
9910,一般銀行國內總分行及信用合作社消費者貸款餘額,999208000000,Country_C_CL
9910,一般銀行國內總分行消費者貸款餘額,6745949000000,Country_CL
9910,票券公司票債券交易金額(本月),3623018000000,Bund_Txn_Amt
9910,票券公司票債券交易金額(本年）,40783819000000,Bund_Txn_Amt_TY
9910,股價指數,8287.09,Stock_Index
9910,WPI,95.86,WPI
9910,CPI,99.52,CPI
9910,匯率,30.782,Exchange_Rate
9910,央行重貼現率,1.5,Rediscount_Rate
9910,基準利率,2.648,B_Ins_Rate
9910,經濟成長率,6.21,GDP
9910,外匯存底,383835000000,Y_DP
