年月,項目,數值,欄位名
10012,M1B,11830216000000,M1B
10012,金融機構存款餘額,31738075000000,F_Ins_Dp
10012,金融機構放款餘額,22163436000000,F_Ins_Ln
10012,貨幣機構存款餘額,31738075000000,C_Ins_Dp
10012,貨幣機構放款餘額,20960771000000,C_Ins_Ln
10012,一般銀行國內總分行對中小企業放款,4091709000000,Country_SME
10012,一般銀行國內總分行及信用合作社消費者貸款餘額,1160817000000,Country_C_CL
10012,一般銀行國內總分行消費者貸款餘額,6661367000000,Country_CL
10012,票券公司票債券交易金額(本月),3944855000000,Bund_Txn_Amt
10012,票券公司票債券交易金額(本年）,45342834000000,Bund_Txn_Amt_TY
10012,股價指數,7072.08,Stock_Index
10012,WPI,100.25,WPI
10012,CPI,100.97,CPI
10012,匯率,30.29,Exchange_Rate
10012,央行重貼現率,1.875,Rediscount_Rate
10012,基準利率,2.882,B_Ins_Rate
10012,經濟成長率,1.21,GDP
10012,外匯存底,385547000000,Y_DP
