年月,項目,數值,欄位名
9906,M1B,10644739000000,M1B
9906,金融機構存款餘額,29218874000000,F_Ins_Dp
9906,金融機構放款餘額,20216948000000,F_Ins_Ln
9906,貨幣機構存款餘額,29218874000000,C_Ins_Dp
9906,貨幣機構放款餘額,19033766000000,C_Ins_Ln
9906,一般銀行國內總分行對中小企業放款,3389591000000,Country_SME
9906,一般銀行國內總分行及信用合作社消費者貸款餘額,988036000000,Country_C_CL
9906,一般銀行國內總分行消費者貸款餘額,6691705000000,Country_CL
9906,票券公司票債券交易金額(本月),4437582000000,Bund_Txn_Amt
9906,票券公司票債券交易金額(本年）,24876657000000,Bund_Txn_Amt_TY
9906,股價指數,7329.37,Stock_Index
9906,WPI,96.28,WPI
9906,CPI,98.45,CPI
9906,匯率,32.278,Exchange_Rate
9906,央行重貼現率,1.375,Rediscount_Rate
9906,基準利率,2.568,B_Ins_Rate
9906,經濟成長率,12.89,GDP
9906,外匯存底,362378000000,Y_DP
