年月,項目,數值,欄位名
10007,M1B,11578068000000,M1B
10007,金融機構存款餘額,31146164000000,F_Ins_Dp
10007,金融機構放款餘額,21740881000000,F_Ins_Ln
10007,貨幣機構存款餘額,31146164000000,C_Ins_Dp
10007,貨幣機構放款餘額,20558950000000,C_Ins_Ln
10007,一般銀行國內總分行對中小企業放款,3979895000000,Country_SME
10007,一般銀行國內總分行及信用合作社消費者貸款餘額,1131517000000,Country_C_CL
10007,一般銀行國內總分行消費者貸款餘額,6622432000000,Country_CL
10007,票券公司票債券交易金額(本月),3771362000000,Bund_Txn_Amt
10007,票券公司票債券交易金額(本年）,26153734000000,Bund_Txn_Amt_TY
10007,股價指數,8644.18,Stock_Index
10007,WPI,99.78,WPI
10007,CPI,100.07,CPI
10007,匯率,28.89,Exchange_Rate
10007,央行重貼現率,1.875,Rediscount_Rate
10007,基準利率,2.807,B_Ins_Rate
10007,經濟成長率,3.53,GDP
10007,外匯存底,400766000000,Y_DP
