年月,項目,數值,欄位名
10206,M1B,12830829000000,M1B
10206,金融機構存款餘額,33801028000000,F_Ins_Dp
10206,金融機構放款餘額,23178640000000,F_Ins_Ln
10206,貨幣機構存款餘額,33801028000000,C_Ins_Dp
10206,貨幣機構放款餘額,21840654000000,C_Ins_Ln
10206,一般銀行國內總分行對中小企業放款,4583938000000,Country_SME
10206,一般銀行國內總分行及信用合作社消費者貸款餘額,1181717000000,Country_C_CL
10206,一般銀行國內總分行消費者貸款餘額,6738315000000,Country_CL
10206,票券公司票債券交易金額(本月),3132582000000,Bund_Txn_Amt
10206,票券公司票債券交易金額(本年）,19861086000000,Bund_Txn_Amt_TY
10206,股價指數,8062.21,Stock_Index
10206,WPI,96.27,WPI
10206,CPI,102.75,CPI
10206,匯率,30.12,Exchange_Rate
10206,央行重貼現率,1.875,Rediscount_Rate
10206,基準利率,2.883,B_Ins_Rate
10206,經濟成長率,1.98,GDP
10206,外匯存底,406606000000,Y_DP
