年月,項目,數值,欄位名
9808,M1B,9739820000000,M1B
9808,金融機構存款餘額,28269105000000,F_Ins_Dp
9808,金融機構放款餘額,19441658000000,F_Ins_Ln
9808,貨幣機構存款餘額,28269105000000,C_Ins_Dp
9808,貨幣機構放款餘額,18226860000000,C_Ins_Ln
9808,一般銀行國內總分行對中小企業放款,3028364000000,Country_SME
9808,一般銀行國內總分行及信用合作社消費者貸款餘額,949351000000,Country_C_CL
9808,一般銀行國內總分行消費者貸款餘額,6530829000000,Country_CL
9808,票券公司票債券交易金額(本月),3755942000000,Bund_Txn_Amt
9808,票券公司票債券交易金額(本年）,31256691000000,Bund_Txn_Amt_TY
9808,股價指數,6825.95,Stock_Index
9808,WPI,93.15,WPI
9808,CPI,99.24,CPI
9808,匯率,32.923,Exchange_Rate
9808,央行重貼現率,1.25,Rediscount_Rate
9808,基準利率,2.615,B_Ins_Rate
9808,經濟成長率,-1.42,GDP
9808,外匯存底,325417000000,Y_DP
