年月,項目,數值,欄位名
10006,M1B,11430835000000,M1B
10006,金融機構存款餘額,30898281000000,F_Ins_Dp
10006,金融機構放款餘額,21641776000000,F_Ins_Ln
10006,貨幣機構存款餘額,30898281000000,C_Ins_Dp
10006,貨幣機構放款餘額,20456258000000,C_Ins_Ln
10006,一般銀行國內總分行對中小企業放款,3971141000000,Country_SME
10006,一般銀行國內總分行及信用合作社消費者貸款餘額,1135358000000,Country_C_CL
10006,一般銀行國內總分行消費者貸款餘額,6683300000000,Country_CL
10006,票券公司票債券交易金額(本月),3716306000000,Bund_Txn_Amt
10006,票券公司票債券交易金額(本年）,22382371000000,Bund_Txn_Amt_TY
10006,股價指數,8652.59,Stock_Index
10006,WPI,100.02,WPI
10006,CPI,100.37,CPI
10006,匯率,28.802,Exchange_Rate
10006,央行重貼現率,1.75,Rediscount_Rate
10006,基準利率,2.784,B_Ins_Rate
10006,經濟成長率,4.56,GDP
10006,外匯存底,400326000000,Y_DP
