年月,項目,數值,欄位名
9701,M1B,8308105000000,M1B
9701,金融機構存款餘額,25498012000000,F_Ins_Dp
9701,金融機構放款餘額,19321822000000,F_Ins_Ln
9701,貨幣機構存款餘額,25498012000000,C_Ins_Dp
9701,貨幣機構放款餘額,18135615000000,C_Ins_Ln
9701,一般銀行國內總分行對中小企業放款,3113299000000,Country_SME
9701,一般銀行國內總分行及信用合作社消費者貸款餘額,1080880000000,Country_C_CL
9701,一般銀行國內總分行消費者貸款餘額,6469351000000,Country_CL
9701,信託機構基金月底餘額,5839126000000,MF_Bal
9701,票券公司票債券交易金額,6160043000000,Bund_Txn_Amt
9701,票券公司票債券交易金額(本年）,6160043000000,Bund_Txn_Amt_TY
9701,股價指數,7521.13,Stock_Index
9701,WPI,98.99,WPI
9701,CPI,96.2,CPI
9701,美元匯率,32.198,Exchange_Rate
9701,央行重貼現率,3.375,Rediscount_Rate
9701,基準利率,4.326,B_Ins_Rate
9701,經濟成長率,7.55,GDP
9701,外匯存底,272818000000,Y_DP
