年月,項目,數值,欄位名
9611,M1B,8086282000000,M1B
9611,金融機構存款餘額,25200545000000,F_Ins_Dp
9611,金融機構放款餘額,19025548000000,F_Ins_Ln
9611,貨幣機構存款餘額,25200545000000,C_Ins_Dp
9611,貨幣機構放款餘額,17839394000000,C_Ins_Ln
9611,一般銀行國內總分行對中小企業放款,3043324000000,Country_SME
9611,一般銀行國內總分行及信用合作社消費者貸款餘額,1057141000000,Country_C_CL
9611,一般銀行國內總分行消費者貸款餘額,6441991000000,Country_CL
9611,信託機構基金月底餘額,4656355000000,MF_Bal
9611,票券公司票債券交易金額,6059123000000,Bund_Txn_Amt
9611,票券公司票債券交易金額(本年）,79394071000000,Bund_Txn_Amt_TY
9611,股價指數,8586.4,Stock_Index
9611,WPI,98.22,WPI
9611,CPI,97.94,CPI
9611,美元匯率,32.268,Exchange_Rate
9611,央行重貼現率,3.25,Rediscount_Rate
9611,基準利率,4.319,B_Ins_Rate
9611,經濟成長率,6.51,GDP
9611,外匯存底,270090000000,Y_DP
