年月,項目,數值,欄位名
9508,M1B,7779432000000,M1B
9508,金融機構存款餘額,24408961000000,F_Ins_Dp
9508,金融機構放款餘額,18342797000000,F_Ins_Ln
9508,貨幣機構存款餘額,24408961000000,C_Ins_Dp
9508,貨幣機構放款餘額,17253210000000,C_Ins_Ln
9508,一般銀行國內總分行對中小企業放款,2719347000000,Country_SME
9508,一般銀行國內總分行及信用合作社消費者貸款餘額,1037162000000,Country_C_CL
9508,一般銀行國內總分行消費者貸款餘額,6257438000000,Country_CL
9508,信託機構基金月底餘額,3259407000000,MF_Bal
9508,票券公司票債券交易金額,10166128000000,Bund_Txn_Amt
9508,票券公司票債券交易金額(本年）,82036780000000,Bund_Txn_Amt_TY
9508,股價指數,6611.77,Stock_Index
9508,WPI,92.34,WPI
9508,CPI,94.07,CPI
9508,美元匯率,32.906,Exchange_Rate
9508,央行重貼現率,2.5,Rediscount_Rate
9508,基準利率,4.026,B_Ins_Rate
9508,經濟成長率,6.48,GDP
9508,外匯存底,261018000000,Y_DP
